NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 202, Placer County, California",6017,64917,1165,265700,840,257,16,0,2776,339,06,061,020200
"Census Tract 206.01, Placer County, California",7547,111495,1885,549700,1935,970,259,140,3654,284,06,061,020601
"Census Tract 206.05, Placer County, California",6005,112264,1311,647600,1457,479,227,92,2608,297,06,061,020605
"Census Tract 211.09, Placer County, California",5285,105350,1346,470600,916,353,83,56,2618,211,06,061,021109
"Census Tract 5.01, Plumas County, California",2048,43258,907,147200,196,5,15,0,938,87,06,063,000501
"Census Tract 5.02, Plumas County, California",2170,62448,1078,365600,418,177,36,28,753,232,06,063,000502
"Census Tract 1, Plumas County, California",5657,50181,853,205000,523,220,51,0,2847,378,06,063,000100
"Census Tract 4, Plumas County, California",2736,35347,822,156300,162,66,55,12,1018,90,06,063,000400
"Census Tract 2.01, Plumas County, California",1387,66000,854,334900,266,155,13,51,619,33,06,063,000201
"Census Tract 2.02, Plumas County, California",874,48576,989,207800,85,79,21,6,500,165,06,063,000202
"Census Tract 3, Plumas County, California",4094,35000,741,189100,279,150,87,21,1814,304,06,063,000300
"Census Tract 9412, Riverside County, California",2096,53462,1260,286400,361,241,60,28,959,70,06,065,941200
"Census Tract 9413, Riverside County, California",3322,52885,1163,313100,592,294,108,80,1746,208,06,065,941300
"Census Tract 9414, Riverside County, California",3678,31875,886,232000,526,200,99,41,1840,183,06,065,941400
"Census Tract 9415, Riverside County, California",4745,61837,1440,157400,306,199,2,14,1787,232,06,065,941500
"Census Tract 404.02, Riverside County, California",4330,55550,1136,263400,122,47,0,0,2205,527,06,065,040402
"Census Tract 405.01, Riverside County, California",7701,55077,1106,198300,298,106,27,6,3768,715,06,065,040501
"Census Tract 425.14, Riverside County, California",3019,36583,1096,162200,119,65,0,0,1300,204,06,065,042514
"Census Tract 424.04, Riverside County, California",2265,41058,1086,148900,64,7,0,0,981,182,06,065,042404
"Census Tract 425.05, Riverside County, California",3691,29694,950,153100,83,11,0,0,1548,317,06,065,042505
"Census Tract 425.10, Riverside County, California",5350,44567,1617,170300,250,32,13,0,2291,442,06,065,042510
"Census Tract 425.18, Riverside County, California",3566,50922,1344,192500,215,21,0,0,1679,375,06,065,042518
"Census Tract 425.19, Riverside County, California",1539,32240,1098,169800,68,1,0,0,695,83,06,065,042519
"Census Tract 427.20, Riverside County, California",4975,41853,927,167500,161,78,8,18,2367,235,06,065,042720
"Census Tract 430.06, Riverside County, California",5596,39890,980,154000,126,90,15,8,2515,357,06,065,043006
"Census Tract 433.14, Riverside County, California",3945,53505,1283,163800,240,115,12,16,1645,230,06,065,043314
"Census Tract 9800.04, Riverside County, California",0,-666666666,-666666666,-666666666,0,0,0,0,0,0,06,065,980004
"Census Tract 9810, Riverside County, California",6742,-666666666,-666666666,-666666666,152,20,0,0,0,0,06,065,981000
"Census Tract 301.01, Riverside County, California",1101,48864,1335,165000,22,31,0,0,483,73,06,065,030101
"Census Tract 301.03, Riverside County, California",2373,38802,985,244000,113,100,7,23,1075,200,06,065,030103
"Census Tract 301.04, Riverside County, California",7742,52938,1230,211100,402,129,90,0,3573,684,06,065,030104
"Census Tract 316.01, Riverside County, California",4888,47135,1355,193800,224,14,10,23,2528,431,06,065,031601
"Census Tract 401.01, Riverside County, California",4251,56667,1101,225900,195,62,10,35,1955,117,06,065,040101
"Census Tract 401.02, Riverside County, California",4504,59770,1198,245300,270,56,0,0,2210,582,06,065,040102
"Census Tract 316.02, Riverside County, California",6057,45730,1131,202900,305,53,11,0,2521,162,06,065,031602
"Census Tract 404.04, Riverside County, California",3264,65208,1471,226300,229,76,14,0,1760,240,06,065,040404
"Census Tract 404.05, Riverside County, California",5350,71723,1708,292700,275,107,9,22,2518,415,06,065,040405
"Census Tract 406.09, Riverside County, California",11831,117611,2686,452400,2092,538,81,129,5748,695,06,065,040609
"Census Tract 406.11, Riverside County, California",7398,112917,2464,444600,932,325,71,90,3807,249,06,065,040611
"Census Tract 406.13, Riverside County, California",12910,111042,2656,435900,1854,1004,103,85,6306,552,06,065,040613
"Census Tract 406.07, Riverside County, California",8805,91414,1927,383400,577,534,56,73,4361,577,06,065,040607
"Census Tract 406.15, Riverside County, California",8949,97636,2489,385900,1231,287,76,26,4437,355,06,065,040615
"Census Tract 406.16, Riverside County, California",7928,117097,2621,453000,1387,472,78,45,3937,557,06,065,040616
"Census Tract 408.12, Riverside County, California",3750,75650,1545,346400,229,205,12,15,1673,59,06,065,040812
"Census Tract 433.15, Riverside County, California",2229,62375,1481,160000,94,77,14,8,1014,109,06,065,043315
"Census Tract 438.07, Riverside County, California",5907,50842,923,185300,331,193,9,12,2774,237,06,065,043807
"Census Tract 441.01, Riverside County, California",2998,31481,859,98100,65,26,20,0,1290,181,06,065,044101
"Census Tract 442, Riverside County, California",5894,29473,937,138900,104,123,0,0,2349,521,06,065,044200
"Census Tract 448.06, Riverside County, California",2057,26594,869,257500,396,122,50,15,1142,254,06,065,044806
"Census Tract 448.07, Riverside County, California",1460,44269,853,454200,306,89,58,10,757,72,06,065,044807
"Census Tract 449.07, Riverside County, California",5128,33598,1085,154600,133,93,10,0,2525,216,06,065,044907
"Census Tract 304, Riverside County, California",6704,37191,1009,172500,148,84,5,9,2877,370,06,065,030400
"Census Tract 452.09, Riverside County, California",5870,30711,850,137100,137,79,14,0,2755,527,06,065,045209
"Census Tract 455.02, Riverside County, California",4277,36273,786,111600,148,58,9,14,2026,208,06,065,045502
"Census Tract 457.04, Riverside County, California",2732,30735,844,122900,17,9,0,0,1211,241,06,065,045704
"Census Tract 457.05, Riverside County, California",9585,30621,855,172200,74,0,0,0,4177,1008,06,065,045705
"Census Tract 464.05, Riverside County, California",3378,60718,1378,232700,189,70,24,0,1648,178,06,065,046405
"Census Tract 403.02, Riverside County, California",7817,86217,1579,296200,798,113,118,100,4279,477,06,065,040302
"Census Tract 407.01, Riverside County, California",2006,103182,,442400,131,110,36,6,1012,71,06,065,040701
"Census Tract 408.06, Riverside County, California",2939,114397,2500,388000,306,92,17,5,1563,63,06,065,040806
"Census Tract 412.02, Riverside County, California",4748,45423,1147,203500,73,21,0,0,2011,336,06,065,041202
"Census Tract 414.10, Riverside County, California",2972,31250,1055,189300,66,12,6,0,1317,132,06,065,041410
"Census Tract 416, Riverside County, California",6073,29950,1023,191500,172,35,9,6,2746,185,06,065,041600
"Census Tract 417.03, Riverside County, California",5777,28409,1097,47300,176,54,8,0,2458,285,06,065,041703
"Census Tract 410.02, Riverside County, California",3483,52750,1474,203300,128,29,0,0,1630,182,06,065,041002
"Census Tract 414.03, Riverside County, California",2843,60139,975,243600,242,151,10,28,1452,83,06,065,041403
"Census Tract 414.09, Riverside County, California",18457,94231,2388,399100,2406,1606,297,219,9356,1585,06,065,041409
"Census Tract 417.04, Riverside County, California",4114,34271,1040,249500,86,22,0,0,1863,175,06,065,041704
"Census Tract 418.05, Riverside County, California",6153,68171,1371,327400,999,234,49,57,3243,210,06,065,041805
"Census Tract 420.04, Riverside County, California",3299,84375,1280,377300,341,102,41,65,1584,140,06,065,042004
"Census Tract 424.02, Riverside County, California",4948,67396,1726,237900,358,130,38,14,2261,286,06,065,042402
"Census Tract 427.16, Riverside County, California",5593,79421,1682,338300,636,223,56,22,2448,209,06,065,042716
"Census Tract 427.23, Riverside County, California",5776,32143,1037,81000,134,60,52,0,2078,422,06,065,042723
"Census Tract 430.01, Riverside County, California",5757,37845,1079,153400,80,48,6,22,2937,377,06,065,043001
"Census Tract 430.05, Riverside County, California",5601,45342,1209,178300,214,69,4,0,2521,327,06,065,043005
"Census Tract 432.17, Riverside County, California",3425,85637,1758,335200,449,193,36,20,1911,171,06,065,043217
"Census Tract 432.22, Riverside County, California",4047,89185,1763,368000,647,194,28,35,2012,207,06,065,043222
"Census Tract 433.06, Riverside County, California",4717,41250,1240,119400,341,116,19,8,2103,343,06,065,043306
"Census Tract 434.03, Riverside County, California",2783,30483,980,114200,71,21,6,0,1082,218,06,065,043403
"Census Tract 435.08, Riverside County, California",6721,40269,745,147300,546,132,65,0,2944,557,06,065,043508
"Census Tract 435.09, Riverside County, California",5159,52383,1303,121100,177,62,0,9,2002,238,06,065,043509
"Census Tract 449.11, Riverside County, California",5108,52620,1114,265500,812,142,13,13,2778,297,06,065,044911
"Census Tract 405.03, Riverside County, California",4017,31563,988,205800,240,70,16,0,1848,138,06,065,040503
"Census Tract 407.02, Riverside County, California",2882,57500,1526,334900,105,62,15,3,1651,221,06,065,040702
"Census Tract 408.08, Riverside County, California",7573,55000,1152,313100,545,193,0,14,3948,448,06,065,040808
"Census Tract 408.09, Riverside County, California",3493,64028,1510,291400,482,151,23,26,1828,275,06,065,040809
"Census Tract 414.08, Riverside County, California",3968,46521,1162,236600,247,57,0,19,2007,182,06,065,041408
"Census Tract 415, Riverside County, California",2614,39342,1323,149400,157,47,14,0,1149,109,06,065,041500
"Census Tract 412.01, Riverside County, California",4461,36994,1016,236100,223,51,12,0,1978,360,06,065,041201
"Census Tract 414.06, Riverside County, California",6022,51910,1272,322300,457,134,69,32,3144,345,06,065,041406
"Census Tract 418.09, Riverside County, California",5801,51043,1334,277900,585,193,20,75,2759,258,06,065,041809
"Census Tract 419.06, Riverside County, California",6435,51081,1245,229000,446,120,22,11,3459,425,06,065,041906
"Census Tract 303, Riverside County, California",4228,28700,863,254300,313,47,45,9,1748,322,06,065,030300
"Census Tract 308, Riverside County, California",7869,69977,1154,253000,706,289,50,145,3817,837,06,065,030800
"Census Tract 311, Riverside County, California",4697,51615,1198,241500,448,214,25,37,2167,335,06,065,031100
"Census Tract 403.01, Riverside County, California",8084,32471,806,148100,188,30,15,0,3270,557,06,065,040301
"Census Tract 406.05, Riverside County, California",3086,53424,1135,212600,63,15,0,0,1483,186,06,065,040605
"Census Tract 409.01, Riverside County, California",7196,73661,1544,247800,818,174,62,26,4151,379,06,065,040901
"Census Tract 414.04, Riverside County, California",4395,75143,1655,265600,322,34,11,28,2196,251,06,065,041404
"Census Tract 414.05, Riverside County, California",4404,54208,1451,146500,275,85,29,25,2391,368,06,065,041405
"Census Tract 302, Riverside County, California",4452,55400,966,252800,494,309,77,101,2737,256,06,065,030200
"Census Tract 306.01, Riverside County, California",5530,157125,1992,622800,985,708,424,142,3122,290,06,065,030601
"Census Tract 444.03, Riverside County, California",3766,37600,1095,163600,207,111,25,9,1517,310,06,065,044403
"Census Tract 449.15, Riverside County, California",6754,28899,1079,161000,189,9,0,0,2845,302,06,065,044915
"Census Tract 451.03, Riverside County, California",3553,49760,1001,494000,630,139,129,92,1391,130,06,065,045103
"Census Tract 445.10, Riverside County, California",5800,28524,887,120100,126,60,14,39,2259,391,06,065,044510
"Census Tract 443, Riverside County, California",4906,45692,926,153700,302,144,27,15,1696,180,06,065,044300
"Census Tract 450, Riverside County, California",3343,33801,786,293200,266,128,34,44,1599,191,06,065,045000
"Census Tract 451.08, Riverside County, California",6381,45023,921,262800,712,305,57,91,3201,271,06,065,045108
"Census Tract 456.05, Riverside County, California",9431,30347,618,41800,348,156,148,68,3880,811,06,065,045605
"Census Tract 461.03, Riverside County, California",2987,66848,862,150900,142,96,27,15,1382,87,06,065,046103
"Census Tract 464.04, Riverside County, California",6427,55542,1301,194700,476,76,38,0,3058,368,06,065,046404
"Census Tract 408.13, Riverside County, California",6622,111494,2708,533300,893,203,35,38,3063,221,06,065,040813
"Census Tract 408.14, Riverside County, California",4859,67857,1489,321200,380,239,74,0,2693,245,06,065,040814
"Census Tract 408.15, Riverside County, California",3751,74583,1708,298300,420,181,44,0,1885,163,06,065,040815
"Census Tract 408.16, Riverside County, California",3301,86546,1414,356500,517,136,58,14,1834,196,06,065,040816
"Census Tract 408.21, Riverside County, California",5356,67253,1533,330500,706,219,45,0,2800,216,06,065,040821
"Census Tract 411.01, Riverside County, California",5590,31590,937,187900,82,0,22,0,2139,227,06,065,041101
"Census Tract 411.02, Riverside County, California",3909,44955,1271,231600,113,30,5,0,1969,245,06,065,041102
"Census Tract 413.01, Riverside County, California",3451,55208,1072,197900,37,35,0,0,1529,179,06,065,041301
"Census Tract 413.02, Riverside County, California",4869,48340,1089,205800,91,54,0,14,2287,325,06,065,041302
"Census Tract 419.10, Riverside County, California",7082,68107,2130,318000,949,350,79,71,3289,449,06,065,041910
"Census Tract 419.11, Riverside County, California",11643,101337,2602,364600,1626,873,217,79,5598,616,06,065,041911
"Census Tract 451.09, Riverside County, California",3416,55078,1553,214100,423,98,60,0,1823,161,06,065,045109
"Census Tract 455.01, Riverside County, California",5472,35798,869,143100,140,25,0,0,2836,542,06,065,045501
"Census Tract 457.03, Riverside County, California",7107,32404,859,125700,178,0,0,0,3530,719,06,065,045703
"Census Tract 9401, Riverside County, California",162,46625,-666666666,,26,18,0,0,58,0,06,065,940100
"Census Tract 410.04, Riverside County, California",5111,46136,1140,261700,260,48,31,22,2425,262,06,065,041004
"Census Tract 447.01, Riverside County, California",3342,40407,908,319200,483,129,108,90,1534,195,06,065,044701
"Census Tract 447.02, Riverside County, California",2082,31474,1144,150000,15,6,16,0,934,56,06,065,044702
"Census Tract 449.04, Riverside County, California",5158,53075,1176,215700,471,139,45,34,2515,271,06,065,044904
"Census Tract 452.07, Riverside County, California",5621,31341,961,106500,124,8,15,0,2436,448,06,065,045207
